date,followers,followers_growth,username,channel,link_profile
2020-08-08,50607,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-09,50605,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-10,50634,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-11,50641,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-12,50678,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-13,50688,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-14,50707,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-15,50729,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-16,50761,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-17,50761,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-18,50836,75,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-19,50866,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-20,50885,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-21,50899,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-22,50891,-8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-23,50906,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-24,50915,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-25,50965,50,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-26,51010,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-27,51042,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-28,51073,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-29,51105,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-30,51141,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-31,51176,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-01,51215,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-02,51239,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-03,51261,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-04,51290,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-05,51309,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-06,51316,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-07,51349,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-08,51365,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-09,51380,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-10,51400,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-11,51436,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-12,51473,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-13,51556,83,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-14,51605,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-15,51640,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-16,51660,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-17,51680,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-18,51687,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-19,51702,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-20,51700,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-21,51711,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-22,51699,-12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-23,51701,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-24,51734,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-25,51754,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-26,51753,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-27,51759,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-28,51765,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-29,51785,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-09-30,51791,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-01,51804,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-02,51818,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-03,51823,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-04,51814,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-05,51828,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-06,51854,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-07,51907,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-08,51927,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-09,51966,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-10,51985,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-11,52000,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-12,52005,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-13,52000,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-14,52020,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-15,52041,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-16,52034,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-17,52028,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-18,52041,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-19,52079,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-20,52097,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-21,52125,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-22,52147,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-23,52167,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-24,52172,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-25,52171,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-26,52190,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-27,52198,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-28,52216,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-29,52239,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-30,52244,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-10-31,52267,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-01,52286,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-02,52318,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-03,52328,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-04,52351,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-05,52350,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-06,52371,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-07,52376,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-08,52364,-12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-09,52374,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-10,52388,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-11,52389,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-12,52393,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-13,52394,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-14,52389,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-15,52378,-11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-16,52412,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-17,52441,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-18,52478,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-19,52558,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-20,52596,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-21,52598,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-22,52603,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-23,52621,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-24,52656,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-25,52689,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-26,52702,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-27,52711,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-28,52715,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-29,52701,-14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-11-30,52797,96,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-01,52883,86,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-02,52961,78,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-03,53031,70,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-04,53086,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-05,53100,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-06,53102,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-07,53108,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-08,53114,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-09,53157,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-10,53180,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-11,53172,-8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-12,53175,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-13,53179,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-14,53172,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-15,53175,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-16,53168,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-17,53185,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-18,53196,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-19,53205,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-20,53214,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-21,53208,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-22,53217,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-23,53218,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-24,53209,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-25,53213,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-26,53220,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-27,53220,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-28,53236,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-29,53232,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-30,53230,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-12-31,53234,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-01,53237,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-02,53224,-13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-03,53199,-25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-04,53213,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-05,53204,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-06,53253,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-07,53321,68,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-08,53386,65,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-09,53452,66,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-10,53509,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-11,53520,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-12,53531,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-13,53560,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-14,53561,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-15,53855,294,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-16,53898,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-17,53918,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-18,53934,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-19,53981,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-20,54024,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-21,54127,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-22,54230,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-23,54324,94,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-24,54397,73,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-25,54454,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-26,54475,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-27,54497,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-28,54526,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-29,54570,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-30,54594,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-01-31,54628,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-01,54657,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-02,54696,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-03,54752,56,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-04,54911,159,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-05,55070,159,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-06,55239,169,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-07,55381,142,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-08,55492,111,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-09,55532,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-10,55572,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-11,55634,62,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-12,55680,46,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-13,55724,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-14,55772,48,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-15,55823,51,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-16,55926,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-17,56074,148,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-18,56212,138,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-19,56311,99,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-20,56393,82,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-21,56483,90,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-22,56543,60,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-23,56627,84,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-24,56702,75,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-25,56808,106,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-26,56892,84,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-27,56965,73,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-02-28,57015,50,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-01,57062,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-02,57139,77,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-03,57264,125,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-04,57375,111,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-05,57490,115,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-06,57655,165,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-07,57732,77,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-08,57801,69,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-09,57873,72,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-10,57975,102,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-11,58549,574,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-12,58805,256,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-13,58908,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-14,58956,48,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-15,59001,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-16,59085,84,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-17,59148,63,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-18,59232,84,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-19,59271,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-20,59311,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-21,59402,91,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-22,59493,91,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-23,59620,127,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-24,59822,202,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-25,60096,274,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-26,60322,226,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-27,60538,216,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-28,60747,209,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-29,60937,190,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-30,61044,107,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-03-31,61233,189,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-01,61446,213,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-02,61580,134,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-03,61721,141,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-04,61793,72,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-05,61884,91,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-06,61992,108,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-07,62060,68,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-08,62143,83,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-09,62291,148,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-10,62372,81,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-11,62412,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-12,62518,106,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-13,62709,191,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-14,63079,370,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-15,63430,351,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-16,63570,140,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-17,63711,141,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-18,63909,198,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-19,64137,228,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-20,64432,295,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-21,64614,182,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-22,64771,157,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-23,64911,140,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-24,65141,230,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-25,65339,198,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-26,65468,129,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-27,65626,158,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-28,65764,138,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-29,65915,151,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-04-30,66041,126,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-01,66172,131,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-02,66262,90,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-03,66343,81,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-04,66396,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-05,66441,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-06,66512,71,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-07,66595,83,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-08,66814,219,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-09,66980,166,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-10,67120,140,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-11,67260,140,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-12,67332,72,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-13,67435,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-14,67572,137,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-15,67673,101,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-16,67753,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-17,67825,72,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-18,67891,66,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-19,67961,70,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-20,68026,65,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-21,68088,62,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-22,68201,113,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-23,68277,76,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-24,68399,122,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-25,68543,144,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-26,68674,131,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-27,68835,161,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-28,68941,106,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-29,69054,113,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-30,69130,76,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-05-31,69194,64,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-01,69263,69,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-02,69321,58,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-03,69386,65,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-04,69428,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-05,69453,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-06,69493,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-07,69548,55,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-08,69570,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-09,69650,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-10,69689,39,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-11,69738,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-12,69768,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2021-06-13,69798,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
