date,followers,followers_growth,username,channel,link_profile
2019-10-04,43793,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-05,43814,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-06,43852,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-07,43897,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-08,43933,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-09,43964,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-10,43976,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-11,44001,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-12,44058,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-13,44148,90,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-14,44225,77,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-15,44273,48,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-16,44346,73,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-17,44423,77,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-18,44480,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-19,44505,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-20,44541,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-21,44592,51,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-22,44648,56,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-23,44707,59,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-24,44752,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-25,44833,81,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-26,44893,60,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-27,44957,64,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-28,45022,65,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-29,45050,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-30,45081,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-10-31,45104,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-01,45147,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-02,45184,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-03,45210,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-04,45257,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-05,45310,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-06,45359,49,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-07,45411,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-08,45467,56,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-09,45494,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-10,45552,58,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-11,45581,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-12,45614,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-13,45649,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-14,45658,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-15,45681,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-16,45695,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-17,45701,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-18,45724,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-19,45755,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-20,45760,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-21,45793,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-22,45919,126,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-23,45953,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-24,46006,53,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-25,46058,52,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-26,46098,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-27,46149,51,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-28,46192,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-29,46297,105,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-11-30,46400,103,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-01,46418,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-02,46460,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-03,46562,102,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-04,46606,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-05,46599,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-06,46626,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-07,46673,47,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-08,46710,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-09,46751,41,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-10,46778,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-11,46783,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-12,46819,36,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-13,46853,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-14,46907,54,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-15,46951,44,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-16,46986,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-17,47012,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-18,47081,69,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-19,47119,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-20,47149,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-21,47186,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-22,47206,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-23,47235,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-24,47253,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-25,47273,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-26,47283,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-27,47285,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-28,47294,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-29,47334,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-30,47361,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2019-12-31,47364,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-01,47371,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-02,47398,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-03,47441,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-04,47459,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-05,47476,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-06,47500,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-07,47494,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-08,47531,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-09,47563,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-10,47598,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-11,47613,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-12,47644,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-13,47706,62,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-14,47711,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-15,47749,38,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-16,47780,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-17,47813,33,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-18,47844,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-19,47868,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-20,47894,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-21,47918,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-22,47940,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-23,47949,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-24,47968,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-25,47978,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-26,48009,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-27,48028,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-28,48048,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-29,48063,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-30,48067,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-01-31,48089,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-01,48113,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-02,48113,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-03,48118,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-04,48126,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-05,48140,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-06,48152,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-07,48152,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-08,48156,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-09,48154,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-10,48162,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-11,48163,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-12,48174,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-13,48185,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-14,48190,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-15,48189,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-16,48190,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-17,48198,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-18,48233,35,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-19,48234,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-20,48257,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-21,48281,24,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-22,48301,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-23,48314,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-24,48336,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-25,48350,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-26,48373,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-27,48373,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-28,48395,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-02-29,48398,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-01,48410,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-02,48406,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-03,48396,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-04,48411,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-05,48439,28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-06,48430,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-07,48439,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-08,48436,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-09,48428,-8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-10,48433,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-11,48428,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-12,48449,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-13,48445,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-14,48450,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-15,48453,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-16,48443,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-17,48451,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-18,48455,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-19,48467,12,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-20,48464,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-21,48467,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-22,48464,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-23,48436,-28,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-24,48434,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-25,48444,10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-26,48475,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-27,48473,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-28,48472,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-29,48467,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-30,48496,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-03-31,48572,76,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-01,48559,-13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-02,48565,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-03,48562,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-04,48556,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-05,48559,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-06,48562,3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-07,48691,129,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-08,48846,155,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-09,48928,82,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-10,48973,45,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-11,49016,43,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-12,49047,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-13,49127,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-14,49185,58,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-15,49214,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-16,49235,21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-17,49233,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-18,49264,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-19,49289,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-20,49321,32,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-21,49340,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-22,49374,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-23,49382,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-24,49381,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-25,49367,-14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-26,49363,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-27,49336,-27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-28,49338,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-29,49340,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-04-30,49336,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-01,49323,-13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-02,49324,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-03,49322,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-04,49313,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-05,49305,-8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-06,49305,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-07,49303,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-08,49297,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-09,49296,-1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-10,49271,-25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-11,49261,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-12,49250,-11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-13,49245,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-14,49236,-9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-15,49250,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-16,49256,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-17,49252,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-18,49246,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-19,49240,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-20,49235,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-21,49228,-7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-22,49223,-5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-23,49207,-16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-24,49186,-21,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-25,49186,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-26,49176,-10,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-27,49177,1,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-28,49166,-11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-29,49158,-8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-30,49141,-17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-05-31,49141,0,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-01,49143,2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-02,49137,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-03,49134,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-04,49131,-3,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-05,49129,-2,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-06,49148,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-07,49165,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-08,49206,41,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-09,49213,7,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-10,49229,16,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-11,49225,-4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-12,49252,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-13,49256,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-14,49264,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-15,49293,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-16,49270,-23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-17,49289,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-18,49294,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-19,49300,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-20,49326,26,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-21,49337,11,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-22,49331,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-23,49354,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-24,49373,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-25,49382,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-26,49388,6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-27,49419,31,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-28,49441,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-29,49450,9,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-06-30,49463,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-01,49553,90,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-02,49610,57,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-03,49635,25,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-04,49649,14,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-05,49643,-6,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-06,49660,17,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-07,49678,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-08,49701,23,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-09,49719,18,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-10,49724,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-11,49746,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-12,49750,4,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-13,49755,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-14,49770,15,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-15,49800,30,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-16,49827,27,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-17,49832,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-18,49845,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-19,49850,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-20,49855,5,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-21,49874,19,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-22,49896,22,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-23,49916,20,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-24,49996,80,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-25,50033,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-26,50070,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-27,50107,37,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-28,50217,110,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-29,50246,29,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-30,50280,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-07-31,50321,41,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-01,50387,66,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-02,50395,8,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-03,50429,34,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-04,50469,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-05,50482,13,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-06,50524,42,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
2020-08-07,50564,40,purwadhikaschool,Instagram,https://www.instagram.com/purwadhikaschool
